load_chkpt,1631598836.8528726,1631598842.4371443,5.584271669387817
move-to-cpu,1631598881.8125296,1631598883.7649117,1.9523820877075195
load_chkpt,1631599143.1055553,1631599149.8451152,6.739559888839722
move-to-cpu,1631599184.1677475,1631599186.4370456,2.2692980766296387
move-to-cpu,1631599294.3876128,1631599296.6446133,2.25700044631958
move-to-cpu,1631599404.5135345,1631599406.7713912,2.257856607437134
move-to-cpu,1631599514.5487778,1631599516.8128235,2.2640457153320312
move-to-cpu,1631599624.7909534,1631599627.0826051,2.291651725769043
move-to-cpu,1631599735.0112174,1631599737.2840676,2.272850275039673
load_chkpt,1631599796.0822275,1631599802.8884015,6.806174039840698
move-to-cpu,1631599838.2036986,1631599840.5030987,2.2994000911712646
move-to-cpu,1631599946.877899,1631599949.1496325,2.271733522415161
move-to-cpu,1631600055.5598855,1631600057.838272,2.2783865928649902
move-to-cpu,1631600164.499846,1631600166.7811754,2.281329393386841
move-to-cpu,1631600274.1137605,1631600276.421845,2.308084487915039
load_chkpt,1631601547.499223,1631601554.3218806,6.822657585144043
move-to-cpu,1631601587.715526,1631601589.9935071,2.2779810428619385
load_chkpt,1631601927.4262385,1631601933.0238967,5.597658157348633
move-to-cpu,1631601974.849711,1631601976.7756698,1.9259588718414307
move-to-cpu,1631602086.2624197,1631602088.2073998,1.9449801445007324
load_chkpt,1631603355.492691,1631603361.0935655,5.600874423980713
move-to-cpu,1631603404.1046824,1631603406.0375903,1.9329078197479248
move-to-cpu,1631603519.4361022,1631603521.4015284,1.9654262065887451
move-to-cpu,1631603635.1411319,1631603637.0845041,1.9433722496032715
move-to-cpu,1631603751.2342796,1631603753.1819212,1.9476416110992432
move-to-cpu,1631603867.4816713,1631603869.4354749,1.953803539276123
load_chkpt,1631605147.3957455,1631605153.220109,5.824363470077515
move-to-cpu,1631605190.0626767,1631605192.0026822,1.9400055408477783
load_chkpt,1631605330.8379073,1631605336.9074976,6.069590330123901
move-to-cpu,1631605376.938024,1631605378.9358785,1.997854471206665
move-to-cpu,1631605486.5036232,1631605488.5808847,2.077261447906494
move-to-cpu,1631605596.017833,1631605598.0501423,2.0323092937469482
move-to-cpu,1631605705.3969107,1631605707.4187438,2.0218331813812256
