load_chkpt,1631598856.0426347,1631598867.306156,11.263521194458008
move-to-cpu,1631598881.8133786,1631598885.658493,3.8451144695281982
load_chkpt,1631599155.1385808,1631599169.3046632,14.166082382202148
move-to-cpu,1631599184.1907866,1631599187.5605526,3.3697659969329834
move-to-cpu,1631599294.4115765,1631599297.721358,3.309781551361084
move-to-cpu,1631599404.5388699,1631599407.8452249,3.3063549995422363
move-to-cpu,1631599514.5759516,1631599517.86813,3.2921783924102783
move-to-cpu,1631599624.8207042,1631599628.12058,3.2998757362365723
move-to-cpu,1631599735.0436323,1631599738.348538,3.304905652999878
load_chkpt,1631599796.9584913,1631599802.5177453,5.559253931045532
move-to-cpu,1631599838.238621,1631599840.200175,1.9615540504455566
move-to-cpu,1631599946.9154947,1631599948.8761597,1.960664987564087
move-to-cpu,1631600055.6000807,1631600057.5401905,1.9401097297668457
move-to-cpu,1631600164.5424666,1631600166.5002446,1.957777976989746
move-to-cpu,1631600274.159342,1631600276.1074255,1.9480834007263184
load_chkpt,1631601558.267665,1631601569.4606693,11.193004369735718
move-to-cpu,1631601587.7145047,1631601591.5716918,3.857187032699585
load_chkpt,1631601941.4539287,1631601952.9042132,11.450284481048584
move-to-cpu,1631601974.8796685,1631601978.2694569,3.3897883892059326
move-to-cpu,1631602086.293568,1631602089.6066887,3.3131208419799805
load_chkpt,1631603356.3433344,1631603362.1096127,5.766278266906738
move-to-cpu,1631603404.10813,1631603406.1156151,2.0074851512908936
move-to-cpu,1631603519.4400349,1631603521.4923508,2.0523159503936768
move-to-cpu,1631603635.1459484,1631603637.1787775,2.0328290462493896
move-to-cpu,1631603751.2384562,1631603753.270671,2.032214641571045
move-to-cpu,1631603867.486139,1631603869.5182474,2.0321083068847656
load_chkpt,1631605158.5667026,1631605167.9020388,9.335336208343506
move-to-cpu,1631605190.0626514,1631605193.3856401,3.322988748550415
load_chkpt,1631605341.616675,1631605355.3504279,13.733752965927124
move-to-cpu,1631605376.968854,1631605381.5498931,4.581039190292358
move-to-cpu,1631605486.532203,1631605489.9018717,3.36966872215271
move-to-cpu,1631605596.0448797,1631605599.339635,3.294755220413208
move-to-cpu,1631605705.4231343,1631605708.7769072,3.3537728786468506
