2021-12-11, 18:02:16, 61
2021-12-11, 18:05:30, 61
2021-12-11, 18:07:10, 61
2021-12-11, 18:08:50, 64
2021-12-11, 18:11:53, 64
2021-12-11, 18:13:33, 64
2021-12-11, 18:15:13, 60
2021-12-11, 18:18:16, 60
2021-12-11, 18:19:56, 60
2021-12-11, 18:21:36, 64
2021-12-11, 18:23:18, 64
2021-12-11, 18:24:58, 64
2021-12-11, 18:26:38, 61
2021-12-11, 18:29:40, 61
2021-12-11, 18:31:20, 61
2021-12-11, 18:33:00, 64
2021-12-11, 18:52:20, 64
2021-12-11, 18:54:00, 64
2021-12-11, 18:55:40, 59
2021-12-11, 19:13:25, 59
2021-12-11, 19:15:05, 59
2021-12-11, 19:16:45, 53
2021-12-11, 19:18:30, 53
2021-12-11, 19:20:10, 53
2021-12-11, 19:21:50, 17
2021-12-11, 19:24:01, 17
2021-12-11, 19:24:48, 17
2021-12-11, 19:28:08, 17
2021-12-11, 19:31:06, 17
2021-12-11, 19:31:28, 38
2021-12-11, 19:32:46, 38
2021-12-11, 19:34:26, 38
2021-12-11, 19:53:12, 38
2021-12-11, 19:53:26, 48
2021-12-11, 19:55:06, 48
2021-12-11, 19:56:46, 48
2021-12-11, 19:58:46, 48
2021-12-11, 20:00:26, 48
2021-12-11, 20:02:06, 48
2021-12-11, 20:05:15, 58
2021-12-11, 20:06:55, 58
2021-12-11, 20:08:35, 58
2021-12-11, 20:11:06, 58
2021-12-11, 20:11:46, 64
2021-12-11, 20:13:26, 64
2021-12-11, 20:15:06, 64
2021-12-11, 20:16:21, 64
2021-12-11, 20:16:45, 62
2021-12-11, 20:18:25, 62
2021-12-11, 20:20:05, 62
2021-12-11, 20:23:05, 62
2021-12-11, 20:23:18, 63
2021-12-11, 20:24:58, 63
2021-12-11, 20:26:38, 63
2021-12-11, 20:45:12, 63
2021-12-11, 20:45:55, 62
2021-12-11, 20:47:35, 62
2021-12-11, 20:49:15, 62
2021-12-11, 20:51:28, 61
2021-12-11, 20:53:08, 61
2021-12-11, 20:54:48, 61
2021-12-11, 20:55:00, 63
2021-12-11, 20:58:11, 63
2021-12-11, 20:59:51, 63
2021-12-11, 21:01:31, 63
2021-12-11, 21:04:31, 63
2021-12-11, 21:05:06, 64
2021-12-11, 21:06:46, 64
2021-12-11, 21:08:26, 64
2021-12-11, 21:10:02, 64
2021-12-11, 21:10:06, 59
2021-12-11, 21:45:01, 59
2021-12-11, 21:45:16, 58
2021-12-11, 21:49:21, 58
2021-12-11, 21:50:14, 59
2021-12-11, 22:49:23, 59
2021-12-11, 22:49:54, 57
2021-12-11, 22:51:45, 57
2021-12-11, 22:52:34, 59
2021-12-11, 23:11:40, 59
2021-12-11, 23:12:40, 59
2021-12-11, 23:14:11, 59
2021-12-11, 23:14:29, 64
2021-12-11, 23:15:29, 64
2021-12-11, 23:16:29, 64
2021-12-11, 23:26:35, 64
2021-12-11, 23:27:10, 63
2021-12-11, 23:28:10, 63
2021-12-11, 23:29:10, 63
2021-12-11, 23:30:29, 55
2021-12-11, 23:31:29, 55
2021-12-11, 23:32:29, 55
2021-12-11, 23:34:16, 55
2021-12-11, 23:34:29, 60
2021-12-11, 23:35:16, 60
2021-12-11, 23:36:16, 60
2021-12-11, 23:38:05, 64
2021-12-11, 23:39:05, 64
2021-12-11, 23:40:05, 64
2021-12-11, 23:49:33, 64
2021-12-11, 23:50:54, 63
2021-12-11, 23:51:54, 63
2021-12-11, 23:52:54, 63
2021-12-11, 23:54:05, 63
2021-12-11, 23:55:05, 63
2021-12-11, 23:56:05, 63
2021-12-11, 23:57:51, 64
2021-12-11, 23:58:51, 64
2021-12-11, 23:59:51, 64
2021-12-12, 00:00:46, 63
2021-12-12, 00:01:46, 63
2021-12-12, 00:02:46, 63
2021-12-12, 00:04:35, 62
2021-12-12, 00:05:35, 62
2021-12-12, 00:06:35, 62
2021-12-12, 00:08:24, 59
2021-12-12, 00:09:24, 59
2021-12-12, 00:10:24, 59
2021-12-12, 00:12:08, 64
2021-12-12, 00:13:08, 64
2021-12-12, 00:14:08, 64
2021-12-12, 00:15:05, 63
2021-12-12, 00:16:05, 63
2021-12-12, 00:17:05, 63
2021-12-12, 00:18:52, 63
2021-12-12, 00:19:52, 63
2021-12-12, 00:20:52, 63
2021-12-12, 00:22:34, 61
2021-12-12, 00:23:34, 61
2021-12-12, 00:24:34, 61
2021-12-12, 00:35:07, 61
2021-12-12, 00:36:07, 64
2021-12-12, 00:37:07, 64
2021-12-12, 00:38:07, 64
2021-12-12, 00:39:04, 58
2021-12-12, 00:40:04, 58
2021-12-12, 00:41:04, 58
2021-12-12, 00:42:57, 58
2021-12-12, 00:43:57, 58
2021-12-12, 00:44:57, 58
2021-12-12, 00:46:20, 61
2021-12-12, 00:47:20, 61
2021-12-12, 00:48:20, 61
2021-12-12, 00:50:13, 63
2021-12-12, 00:51:13, 63
2021-12-12, 00:52:13, 63
2021-12-12, 00:54:05, 58
2021-12-12, 00:55:05, 58
2021-12-12, 00:56:05, 58
2021-12-12, 00:57:47, 53
2021-12-12, 00:58:47, 53
2021-12-12, 00:59:47, 53
2021-12-12, 01:01:44, 63
2021-12-12, 01:02:44, 63
2021-12-12, 01:03:44, 63
2021-12-12, 01:05:33, 63
2021-12-12, 01:06:33, 63
2021-12-12, 01:07:33, 63
2021-12-12, 01:09:23, 64
2021-12-12, 01:10:23, 64
2021-12-12, 01:11:23, 64
2021-12-12, 01:23:12, 64
2021-12-12, 01:24:08, 63
2021-12-12, 01:25:08, 63
2021-12-12, 01:26:08, 63
2021-12-12, 01:27:24, 55
2021-12-12, 01:28:24, 55
2021-12-12, 01:29:24, 55
2021-12-12, 01:31:09, 57
2021-12-12, 01:32:09, 57
2021-12-12, 01:33:09, 57
2021-12-12, 01:43:09, 57
2021-12-12, 01:43:59, 58
2021-12-12, 01:46:04, 58
2021-12-12, 01:47:04, 58
2021-12-12, 06:48:04, 58
2021-12-12, 06:49:32, 57
2021-12-12, 06:52:53, 57
2021-12-12, 06:53:18, 58
2021-12-12, 07:02:04, 58
2021-12-12, 07:02:32, 57
2021-12-12, 07:03:53, 57
2021-12-12, 07:04:18, 58
2021-12-12, 07:38:04, 58
2021-12-12, 07:39:32, 57
2021-12-12, 07:41:53, 57
2021-12-12, 07:42:18, 58
2021-12-12, 08:41:14, 58
2021-12-12, 08:41:55, 54
2021-12-12, 08:52:02, 54
2021-12-12, 08:53:19, 58
2021-12-12, 13:23:02, 58
2021-12-12, 13:24:02, 59
2021-12-12, 13:25:02, 59
2021-12-12, 13:26:47, 59
2021-12-12, 13:27:47, 59
2021-12-12, 13:28:47, 59
2021-12-12, 13:30:40, 59
2021-12-12, 13:31:40, 59
2021-12-12, 13:32:40, 59
2021-12-12, 13:37:26, 59
2021-12-12, 13:38:26, 59
2021-12-12, 13:39:26, 59
2021-12-12, 13:41:07, 59
2021-12-12, 13:42:07, 59
2021-12-12, 13:43:07, 59
2021-12-12, 13:44:30, 64
2021-12-12, 13:54:21, 64
2021-12-12, 14:12:36, 64
