0,0
108,0
108,9
214,9
214,2
299,2
299,0
653,0
653,16
810,16
810,8
1147,8
1147,16
1232,16
1232,15
1618,15
1618,16
1825,16
1825,15
2221,15
2221,16
2343,16
2343,15
2439,15
2439,14
2736,14
2736,13
2857,13
2857,10
3335,10
3335,12
3343,12
3343,16
3349,16
3349,15
3538,15
3538,16
3749,16
3749,15
3896,15
3896,16
4312,16
4312,15
4518,15
4518,14
4949,14
4949,16
5156,16
5156,15
5387,15
5387,16
9234,16
9234,15
9646,15
9646,14
10315,14
10315,16
10947,16
10947,15
11158,15
11158,16
11353,16
11353,15
11536,15
11536,16
12148,16
12148,15
12284,15
12284,14
12362,14
12362,13
12775,13
12775,16
13101,16
13101,15
13199,15
13199,16
23868,16
23868,15
24036,15
24036,14
24627,14
24627,12
25058,12
25058,10
25448,10
25448,9
26754,9
26754,12
26853,12
26853,9
26994,9
26994,13
27072,13
27072,10
28791,10
28791,14
28899,14
28899,12
29213,12
29213,10
30052,10
30052,16
30208,16
30208,10
31015,10
31015,16
31228,16
31228,14
31732,14
31732,16
31924,16
31924,14
32272,14
32272,16
32638,16
32638,15
32956,15
32956,14
33078,14
33078,13
33185,13
33185,12
33474,12
33474,16
33659,16
33659,15
33951,15
33951,12
34078,12
34078,11
34902,11
34902,13
34977,13
34977,11
35278,11
35278,14
35679,14
35679,13
35975,13
35975,16
36692,16
36692,14
36829,14
36829,16
37194,16
37194,15
37494,15
37494,16
37706,16
37706,13
38523,13
38523,16
38726,16
38726,15
38867,15
38867,16
39243,16
39243,15
40133,15
40133,16
67684,16
67684,15
67686,15
67686,16
67754,16
67754,15
67756,15
67756,16
68514,16
68514,15
68636,15
68636,14
69513,14
69513,16
72358,16
72358,15
72487,15
72487,16
73379,16
73379,15
73615,15
73615,16
73818,16
73818,15
74391,15
74391,16
79554,16
79554,15
79678,15
79678,13
79877,13
79877,12
80874,12
80874,15
81528,15
81528,16
81991,16
81991,12
82914,12
82914,16
83441,16
83441,15
83736,15
83736,12
83876,12
83876,16
84420,16
84420,12
84721,12
84721,16
84839,16
84839,12
85785,12
85785,14
86091,14
86091,16
87569,16
87569,15
87707,15
87707,14
88134,14
88134,16
89319,16
89319,13
90110,13
90110,16
90290,16
90290,15
90419,15
90419,16
90515,16
90515,14
90804,14
90804,16
114746,16
114746,15
115225,15
115225,16
121546,16
121546,15
121548,15
121548,16
122652,16
122652,15
122654,15
122654,16
142830,16
142830,15
142935,15
142935,14
143340,14
143340,13
143719,13
143719,16
167440,16
167440,15
167570,15
167570,13
168745,13
168745,16
170382,16
170382,15
170992,15
170992,14
171650,14
171650,16
199391,16
199391,15
199393,15
199393,16
199713,16
199713,15
199715,15
199715,16
200109,16
200109,15
200111,15
200111,16
222882,16
222882,15
223006,15
223006,16
224204,16
224204,15
224747,15
224747,16
225473,16
225473,15
226795,15
226795,16
228092,16
228092,15
228171,15
228171,14
228464,14
228464,13
229172,13
229172,15
229610,15
229610,16
230289,16
230289,15
230480,15
230480,16
231014,16
231014,14
231525,14
231525,16
231838,16
231838,15
231925,15
231925,14
232045,14
232045,13
241351,13
241351,16
242259,16
242259,14
242390,14
242390,16
242562,16
242562,15
243623,15
243623,16
248530,16
248530,13
248726,13
248726,16
248860,16
248860,14
249345,14
249345,16
253434,16
253434,15
253809,15
253809,14
254304,14
254304,16
258168,16
258168,14
258994,14
258994,16
259386,16
259386,15
259511,15
259511,16
266680,16
266680,15
266845,15
266845,16
270432,16
270432,14
272039,14
272039,16
273675,16
273675,13
273834,13
273834,16
274694,16
274694,14
275484,14
275484,16
300621,16
300621,15
300623,15
300623,16
303068,16
303068,15
303070,15
303070,16
305916,16
305916,15
305932,15
305932,16
311861,16
311861,15
313466,15
313466,16
315343,16
315343,14
315842,14
315842,16
316570,16
316570,15
317660,15
317660,16
318197,16
318197,14
318978,14
318978,16
319301,16
319301,14
