0,0
25435,0
25435,2
25529,2
25529,1
25713,1
25713,5
25741,5
25741,8
25822,8
25822,2
26108,2
26108,7
26244,7
26244,3
28980,3
28980,10
29067,10
29067,5
29194,5
29194,3
37502,3
37502,9
37678,9
37678,12
38289,12
38289,11
38400,11
38400,6
38476,6
38476,4
39236,4
39236,12
39702,12
39702,11
40331,11
40331,7
40624,7
40624,11
40730,11
40730,8
41039,8
41039,10
41314,10
41314,12
41548,12
41548,11
42393,11
42393,7
42723,7
42723,9
42956,9
42956,12
43972,12
43972,9
44771,9
44771,7
45114,7
45114,4
45281,4
45281,6
45303,6
45303,9
45426,9
45426,5
45668,5
45668,8
