0,0
21529,0
21529,4
21556,4
21556,12
21637,12
21637,5
21725,5
21725,12
21849,12
21849,10
22015,10
22015,12
23556,12
23556,8
23648,8
23648,7
23763,7
23763,6
24378,6
24378,4
24475,4
24475,2
24921,2
24921,12
25087,12
25087,2
25882,2
25882,12
26005,12
26005,9
26486,9
26486,11
26542,11
26542,12
26998,12
26998,11
27109,11
27109,10
27225,10
27225,6
27312,6
27312,4
27404,4
27404,3
28313,3
28313,8
28339,8
28339,12
28426,12
28426,3
28578,3
28578,12
43064,12
43064,8
43130,8
43130,6
43574,6
43574,5
44224,5
44224,9
44247,9
44247,12
48805,12
48805,11
50300,11
50300,12
53365,12
53365,6
53480,6
53480,5
56483,5
56483,10
56544,10
56544,12
62986,12
62986,11
64490,11
64490,12
65917,12
65917,10
66602,10
66602,9
66938,9
66938,8
68000,8
68000,12
68050,12
68050,11
68245,11
68245,12
81120,12
81120,10
82267,10
82267,9
82457,9
82457,6
83045,6
83045,12
86109,12
86109,9
86585,9
86585,12
87019,12
87019,11
87607,11
87607,10
87732,10
87732,9
88032,9
88032,8
88194,8
88194,7
