0.000,0
7.065,0
7.065,2
7.091,2
7.091,1
7.143,1
7.143,5
7.150,5
7.150,8
7.173,8
7.173,2
7.252,2
7.252,7
7.290,7
7.290,3
8.050,3
8.050,10
8.074,10
8.074,5
8.109,5
8.109,3
10.417,3
10.417,9
10.466,9
10.466,12
10.636,12
10.636,11
10.667,11
10.667,6
10.688,6
10.688,4
10.899,4
10.899,12
11.028,12
11.028,11
11.203,11
11.203,7
11.284,7
11.284,11
11.314,11
11.314,8
11.400,8
11.400,10
11.476,10
11.476,12
11.541,12
11.541,11
11.776,11
11.776,7
11.867,7
11.867,9
11.932,9
11.932,12
12.214,12
12.214,9
12.436,9
12.436,7
12.532,7
12.532,4
12.578,4
12.578,6
12.584,6
12.584,9
12.618,9
12.618,5
12.686,5
12.686,8
