0.000,0
5.980,0
5.980,4
5.988,4
5.988,12
6.010,12
6.010,5
6.035,5
6.035,12
6.069,12
6.069,10
6.115,10
6.115,12
6.543,12
6.543,8
6.569,8
6.569,7
6.601,7
6.601,6
6.772,6
6.772,4
6.799,4
6.799,2
6.923,2
6.923,12
6.969,12
6.969,2
7.189,2
7.189,12
7.224,12
7.224,9
7.357,9
7.357,11
7.373,11
7.373,12
7.499,12
7.499,11
7.530,11
7.530,10
7.562,10
7.562,6
7.587,6
7.587,4
7.612,4
7.612,3
7.865,3
7.865,8
7.872,8
7.872,12
7.896,12
7.896,3
7.938,3
7.938,12
11.962,12
11.962,8
11.981,8
11.981,6
12.104,6
12.104,5
12.284,5
12.284,9
12.291,9
12.291,12
13.557,12
13.557,11
13.972,11
13.972,12
14.824,12
14.824,6
14.856,6
14.856,5
15.690,5
15.690,10
15.707,10
15.707,12
17.496,12
17.496,11
17.914,11
17.914,12
18.310,12
18.310,10
18.501,10
18.501,9
18.594,9
18.594,8
18.889,8
18.889,12
18.903,12
18.903,11
18.957,11
18.957,12
22.533,12
22.533,10
22.852,10
22.852,9
22.905,9
22.905,6
23.068,6
23.068,12
23.919,12
23.919,9
24.051,9
24.051,12
24.172,12
24.172,11
24.335,11
24.335,10
24.370,10
24.370,9
24.453,9
24.453,8
24.498,8
24.498,7
